tree_sample_id	alignment_length	missing_sites	missing_fraction	alignment_qc_pass
AUS__SAMN45810638	4086189	385180	0.09426387276751026	True
AUS__SAMN45810640	4086189	381736	0.09342103363305025	True
AUS__SAMN45810642	4086189	383153	0.09376781152315763	True
AUS__SAMN45810643	4086189	791817	0.1937788487022994	True
AUS__SAMN45810645	4086189	750618	0.18369634884730002	True
AUS__SAMN45810646	4086189	384200	0.09402404049347693	True
AUS__SAMN45811366	4086189	782555	0.19151218898587413	True
AUS__SAMN45811367	4086189	725547	0.17756080298782068	True
AUS__SAMN45811368	4086189	736059	0.18013337121704356	True
AUS__SAMN45811371	4086189	807867	0.19770671400662085	True
BEL__SAMEA117989203	4086189	396074	0.0969299266382441	True
BEL__SAMEA117989205	4086189	382136	0.0935189243571455	True
BEL__SAMEA117989208	4086189	399308	0.09772137314255411	True
BEL__SAMEA117989209	4086189	394553	0.09655769715987195	True
BEL__SAMEA117989211	4086189	381542	0.09337355663186407	True
BEL__SAMEA117989214	4086189	381546	0.09337453553910502	True
BEL__SAMEA117989221	4086189	407110	0.09963073171603173	True
BEL__SAMEA117989226	4086189	400149	0.09792718838996434	True
BEL__SAMEA117989252	4086189	394801	0.096618389408811	True
BEL__SAMEA117989259	4086189	396022	0.09691720084411172	True
BEL__SAMEA117989272	4086189	381790	0.09343424888080311	True
BEL__SAMEA117989286	4086189	383359	0.09381822524606669	True
BEL__SAMEA117989308	4086189	381550	0.09337551444634597	True
BEL__SAMEA117989309	4086189	381542	0.09337355663186407	True
BEL__SAMEA117989353	4086189	392755	0.09611767835506385	True
BEL__SAMEA117989425	4086189	386682	0.09463145243648789	True
BEL__SAMEA117989434	4086189	405990	0.09935663768856506	True
BEL__SAMEA117989436	4086189	409861	0.10030397517099673	True
BEL__SAMEA117989467	4086189	381772	0.09342984379821882	True
BEL__SAMEA117989479	4086189	423402	0.10361782090843082	True
BEL__SAMEA117989511	4086189	628032	0.15369626808745263	True
BEL__SAMEA117989512	4086189	588214	0.14395173595739208	True
BEL__SAMEA117989513	4086189	606932	0.14853253239142877	True
BEL__SAMEA117989514	4086189	624852	0.1529180368308955	True
BEL__SAMEA117989515	4086189	631162	0.15446226300349788	True
BEL__SAMEA117989516	4086189	669300	0.16379565409235844	True
BEL__SAMEA117989517	4086189	530984	0.1299460206074658	True
BEL__SAMEA117989518	4086189	637202	0.155940412937336	True
BEL__SAMEA117989519	4086189	629460	0.15404573797247265	True
BEL__SAMEA117989520	4086189	675035	0.16519916234907392	True
BEL__SAMEA117989521	4086189	565663	0.13843290165971275	True
BEL__SAMEA117989522	4086189	390446	0.09555260415022408	True
BEL__SAMEA117989523	4086189	559752	0.13698632148439535	True
BEL__SAMEA117989524	4086189	610536	0.1494145278155269	True
BEL__SAMEA117989525	4086189	424027	0.10377077516482963	True
BEL__SAMEA117989526	4086189	381583	0.09338359043108382	True
BEL__SAMEA117989527	4086189	647579	0.15847994304717672	True
BEL__SAMEA117989528	4086189	600946	0.14706759770534353	True
BEL__SAMEA117989529	4086189	603396	0.14766717839042687	True
BEL__SAMEA117989530	4086189	615042	0.15051726682245975	True
BEL__SAMEA117989531	4086189	603573	0.14771049503583902	True
BEL__SAMEA117989532	4086189	613227	0.1500730876618776	True
BEL__SAMEA117989533	4086189	610829	0.14948623277092665	True
BEL__SAMEA117989534	4086189	605420	0.14816250545434878	True
BEL__SAMEA117989535	4086189	595308	0.14568782794922114	True
BEL__SAMEA117989536	4086189	590835	0.14459316492702615	True
BEL__SAMEA117989537	4086189	609618	0.14918986860372832	True
BEL__SAMEA117989538	4086189	612888	0.1499901252732069	True
BEL__SAMEA117989539	4086189	610001	0.1492835989720495	True
BEL__SAMEA117989540	4086189	609158	0.1490772942710188	True
BEL__SAMEA117989541	4086189	632285	0.15473709121139526	True
BEL__SAMEA117989542	4086189	381683	0.09340806311210764	True
BEL__SAMEA117989543	4086189	633113	0.1549397250102724	True
BEL__SAMEA117989544	4086189	606519	0.14843146021880047	True
BEL__SAMEA117989545	4086189	689856	0.16882625840361276	True
BEL__SAMEA117989546	4086189	699955	0.17129775446020729	True
BEL__SAMEA117989547	4086189	672493	0.16457706679744868	True
BEL__SAMEA117989548	4086189	693710	0.16976943553027038	True
BEL__SAMEA117989549	4086189	384923	0.09420097797727907	True
BEL__SAMEA117989550	4086189	703768	0.17223089778764517	True
BEL__SAMEA117989551	4086189	693083	0.16961599182025108	True
BEL__SAMEA117989552	4086189	678694	0.16609461774773512	True
BEL__SAMEA117989553	4086189	686351	0.16796849093372823	True
BEL__SAMEA117989554	4086189	381544	0.09337404608548454	True
BEL__SAMEA117989555	4086189	710145	0.1737915206565335	True
BEL__SAMEA117989556	4086189	692299	0.16942412600102444	True
BEL__SAMEA117989557	4086189	677864	0.1658914944952375	True
BEL__SAMEA117989558	4086189	698421	0.17092234353330205	True
BEL__SAMEA117989559	4086189	686977	0.16812168991693727	True
BEL__SAMEA117989560	4086189	686299	0.16795576513959584	True
BEL__SAMEA117989561	4086189	688698	0.16854286475735702	True
BEL__SAMEA117989562	4086189	381544	0.09337404608548454	True
BEL__SAMEA117989564	4086189	693550	0.16973027924063228	True
BEL__SAMEA117989565	4086189	698564	0.1709573394671661	True
BEL__SAMEA117989567	4086189	695004	0.17008611202271848	True
BEL__SAMEA117989568	4086189	692443	0.16945936666169872	True
BEL__SAMEA117989569	4086189	690038	0.16887079868307608	True
BEL__SAMEA117989570	4086189	683900	0.16736866552183466	True
BEL__SAMEA117989571	4086189	697218	0.17062793718058564	True
BEL__SAMEA117989572	4086189	676047	0.16544682588103488	True
BEL__SAMEA117989573	4086189	394177	0.09646567987922243	True
BEL__SAMEA117989574	4086189	685678	0.16780378979043797	True
BEL__SAMEA117989575	4086189	636540	0.15577840378895838	True
BEL__SAMEA117989576	4086189	384948	0.09420709614753503	True
BEL__SAMEA117989577	4086189	381548	0.0933750249927255	True
BEL__SAMEA117989578	4086189	626085	0.15321978498791905	True
BEL__SAMEA117989579	4086189	620014	0.15173404852296357	True
BEL__SAMEA117989580	4086189	381570	0.09338040898255073	True
BEL__SAMEA117989581	4086189	645898	0.1580685572791665	True
BEL__SAMEA117989582	4086189	621286	0.15204534102558642	True
BEL__SAMEA117989583	4086189	626374	0.15329051103607788	True
BEL__SAMEA117989584	4086189	709460	0.1736238827915204	True
BEL__SAMEA117989585	4086189	616637	0.1509076060847895	True
BEL__SAMEA117989586	4086189	615997	0.15075098092623715	True
BEL__SAMEA117989587	4086189	611259	0.14959146529932904	True
BEL__SAMEA117989588	4086189	626733	0.15337836796095336	True
BEL__SAMEA117989589	4086189	615317	0.15058456669527523	True
BEL__SAMEA117989590	4086189	658078	0.16104932982786652	True
BEL__SAMEA117989592	4086189	621248	0.15203604140679738	True
BEL__SAMEA117989593	4086189	636765	0.15583346732126194	True
BEL__SAMEA117989594	4086189	631569	0.1545618668152648	True
BEL__SAMEA117989595	4086189	639837	0.15658526808231338	True
BEL__SAMEA117989596	4086189	637509	0.15601554406807908	True
BEL__SAMEA117989597	4086189	682690	0.16707254608144656	True
BEL__SAMEA117989598	4086189	628703	0.1538604797771224	True
BEL__SAMEA117989599	4086189	610905	0.14950483200850476	True
BEL__SAMEA117989601	4086189	624488	0.15282895627196882	True
BEL__SAMEA117989604	4086189	622074	0.15223818575205406	True
BEL__SAMEA117989605	4086189	614519	0.15038927470070523	True
BEL__SAMEA117989606	4086189	623407	0.15256440659010143	True
BEL__SAMEA117989608	4086189	626951	0.15343171840558525	True
BEL__SAMEA117989610	4086189	616613	0.1509017326413438	True
BEL__SAMEA117989611	4086189	620868	0.15194304521890692	True
BEL__SAMEA117989612	4086189	623810	0.1526630314946274	True
BEL__SAMEA117989613	4086189	619136	0.15151917838357454	True
BEL__SAMEA117989614	4086189	620650	0.151889694774275	True
BEL__SAMEA117989615	4086189	615557	0.15064330112973237	True
BEL__SAMEA117989616	4086189	613021	0.15002267393896856	True
BEL__SAMEA117989617	4086189	626867	0.15341116135352525	True
CHN__SAMN03249373	4086189	332292	0.08132076122763778	True
CHN__SAMN22851881	4086189	332729	0.08142770684371183	True
CHN__SAMN09947459	4086189	381676	0.09340635002443597	True
CHN__SAMN09947460	4086189	382361	0.09357398788944907	True
CHN__SAMN09947464	4086189	363363	0.0889246679485457	True
CHN__SAMN09947467	4086189	363380	0.08892882830431975	True
CHN__SAMN09947473	4086189	363392	0.08893176502604261	True
CHN__SAMN09947475	4086189	363428	0.08894057519121118	True
CHN__SAMN11295233	4086189	363372	0.08892687048983784	True
CHN__SAMN07326325	4086189	365151	0.08936223948525142	True
CHN__SAMN07329769	4086189	367186	0.08986025854408594	True
CHN__SAMN07329777	4086189	384196	0.09402306158623598	True
CHN__SAMN07329779	4086189	364237	0.0891385591806938	True
CHN__SAMN07329785	4086189	381833	0.09344477213364336	True
CHN__SAMN07329787	4086189	363582	0.08897826311998784	True
CHN__SAMN09947486	4086189	363356	0.08892295486087404	True
CHN__SAMN09947492	4086189	363457	0.08894767226870808	True
CHN__SAMN09947493	4086189	363414	0.08893714901586784	True
CHN__SAMN07329781	4086189	365275	0.08939258560972094	True
CHN__SAMN07329782	4086189	365753	0.08950956502501475	True
CHN__SAMN07329783	4086189	365251	0.08938671216627522	True
CHN__SAMN07329789	4086189	364740	0.08926165676624356	True
CHN__SAMN07329790	4086189	363540	0.08896798459395784	True
CHN__SAMN07329793	4086189	390509	0.09556802193926908	True
CHN__SAMN33268689	4086189	381557	0.09337722753401764	True
CHN__SAMN33268690	4086189	363418	0.08893812792310879	True
CHN__SAMN39683174	4086189	383130	0.09376218280652217	True
CHN__SAMN39683176	4086189	381997	0.09348490733052241	True
CHN__SAMN39682877	4086189	363395	0.08893249920647332	True
CHN__SAMN39682878	4086189	363548	0.08896994240843975	True
CHN__SAMN09941175	4086189	365500	0.08944764914202451	True
CHN__SAMN17613197	4086189	364069	0.0890974450765738	True
CHN__SAMN17613198	4086189	369797	0.09049924024561762	True
CHN__SAMN22233915	4086189	363455	0.08894718281508761	True
CHN__SAMN22233924	4086189	381556	0.0933769828072074	True
CHN__SAMN32033974	4086189	363635	0.08899123364093046	True
CHN__SAMN32033981	4086189	363540	0.08896798459395784	True
CHN__SAMN33268552	4086189	381610	0.09339019805496025	True
CHN__SAMN39682971	4086189	363512	0.08896113224327118	True
CHN__SAMN39683227	4086189	381652	0.09340047658099025	True
CHN__SAMN50151934	4086189	385381	0.09431306285636812	True
CHN__SAMN50151935	4086189	365938	0.0895548394849088	True
CHN__SAMN50151936	4086189	366912	0.08979320339808071	True
CHN__SAMN50151937	4086189	366551	0.08970485701958475	True
CHN__SAMN50151938	4086189	366230	0.08962629971349832	True
CHN__SAMN50151939	4086189	366344	0.08965419856986546	True
CHN__SAMN50151940	4086189	384333	0.09405658915923859	True
CHN__SAMN50151941	4086189	365970	0.08956267074283641	True
CHN__SAMN50151942	4086189	366271	0.08963633351271809	True
CHN__SAMN50151943	4086189	384956	0.09420905396201693	True
CHN__SAMN50151944	4086189	384703	0.0941471380790267	True
CHN__SAMN50151945	4086189	366257	0.08963290733737475	True
CHN__SAMN50151946	4086189	366508	0.08969433376674452	True
CHN__SAMN50151947	4086189	384963	0.0942107670496886	True
CHN__SAMN50151948	4086189	366795	0.08976457036128285	True
CHN__SAMN50151949	4086189	366774	0.08975943109826785	True
CHN__SAMN50151950	4086189	384712	0.09414934062031884	True
CHN__SAMN50151951	4086189	384562	0.09411263159878312	True
CHN__SAMN50151952	4086189	374752	0.09171186159034739	True
CHN__SAMN50151953	4086189	367066	0.08983089132685737	True
CHN__SAMN50151954	4086189	367359	0.08990259628225714	True
CHN__SAMN50151955	4086189	385127	0.09425090224656764	True
CHN__SAMN50151956	4086189	385269	0.09428565345362146	True
CHN__SAMN50151957	4086189	384879	0.0941902099976286	True
CHN__SAMN22233918	4086189	363549	0.08897018713524998	True
CHN__SAMN22233923	4086189	363399	0.08893347811371427	True
CHN__SAMN32033992	4086189	367614	0.08996500161886785	True
CHN__SAMN32033997	4086189	381831	0.09344428268002287	True
CHN__SAMN39683481	4086189	382011	0.09348833350586573	True
CHN__SAMN39683486	4086189	364278	0.08914859297991355	True
CHN__SAMN41373914	4086189	365919	0.08955018967551427	True
CHN__SAMN41373915	4086189	365733	0.08950467048880999	True
CHN__SAMN41373916	4086189	365757	0.0895105439322557	True
CHN__SAMN41373917	4086189	366002	0.08957050200076404	True
CHN__SAMN41373918	4086189	365692	0.08949463668959022	True
CHN__SAMN41373919	4086189	365695	0.08949537087002093	True
CHN__SAMN41373920	4086189	383893	0.09394890936273384	True
CHN__SAMN41373921	4086189	365717	0.08950075485984618	True
CHN__SAMN41373922	4086189	368120	0.09008883338484833	True
CHN__SAMN41373923	4086189	384347	0.09406001533458193	True
CHN__SAMN41373924	4086189	365741	0.0895066283032919	True
CHN__SAMN41373925	4086189	365710	0.0894990417721745	True
CHN__SAMN41373927	4086189	366444	0.08967867125088927	True
CHN__SAMN41373928	4086189	365144	0.08936052639757976	True
CHN__SAMN41373929	4086189	365920	0.08955043440232452	True
CHN__SAMN41373930	4086189	366547	0.0897038781123438	True
CHN__SAMN41373931	4086189	365731	0.0895041810351895	True
CHN__SAMN41373932	4086189	365727	0.08950320212794856	True
CHN__SAMN41373933	4086189	365919	0.08955018967551427	True
CHN__SAMN41373934	4086189	365046	0.08933654317017642	True
CHN__SAMN41373935	4086189	365038	0.08933458535569451	True
CHN__SAMN41373936	4086189	365665	0.08948802906571379	True
CHN__SAMN41373937	4086189	365629	0.08947921890054522	True
CHN__SAMN41373938	4086189	365048	0.08933703262379689	True
CHN__SAMN41373939	4086189	365054	0.08933850098465831	True
CHN__SAMN41373940	4086189	367018	0.08981914443996594	True
CHN__SAMN41373941	4086189	365042	0.08933556426293546	True
CHN__SAMN41373942	4086189	366457	0.08968185269942237	True
CHN__SAMN41373943	4086189	366325	0.08964954876047095	True
CHN__SAMN41373944	4086189	366119	0.0895991350375619	True
CHN__SAMN41373945	4086189	365015	0.08932895663905903	True
CHN__SAMN41373946	4086189	365708	0.08949855231855404	True
CHN__SAMN41373947	4086189	365704	0.08949757341131308	True
CHN__SAMN41373948	4086189	365802	0.08952155663871642	True
CHN__SAMN41373949	4086189	383865	0.09394205701204716	True
CHN__SAMN41373950	4086189	365824	0.08952694062854166	True
CHN__SAMN41373951	4086189	365846	0.0895323246183669	True
CHN__SAMN41373952	4086189	365684	0.08949267887510833	True
CHN__SAMN41373953	4086189	383962	0.09396579551264027	True
CHN__SAMN41373954	4086189	365018	0.08932969081948974	True
CHN__SAMN41373955	4086189	365913	0.08954872131465284	True
CHN__SAMN41373956	4086189	365725	0.08950271267432808	True
CHN__SAMN41373957	4086189	366240	0.0896287469816007	True
CHN__SAMN41373958	4086189	383922	0.09395600644023074	True
CHN__SAMN41373959	4086189	365692	0.08949463668959022	True
CHN__SAMN41373960	4086189	365268	0.08939087252204928	True
CHN__SAMN41373961	4086189	365822	0.08952645117492118	True
CHN__SAMN41373962	4086189	365700	0.08949659450407213	True
CHN__SAMN41373963	4086189	365031	0.08933287226802285	True
CHN__SAMN41373964	4086189	366243	0.08962948116203141	True
CHN__SAMN41373965	4086189	365710	0.0894990417721745	True
CHN__SAMN41373966	4086189	365696	0.08949561559683118	True
CHN__SAMN41373967	4086189	366387	0.0896647218227057	True
CHN__SAMN41373968	4086189	365928	0.08955239221680641	True
CHN__SAMN41373969	4086189	365797	0.08952033300466523	True
CHN__SAMN41373970	4086189	365372	0.08941632411031404	True
CHN__SAMN41373971	4086189	365014	0.0893287119122488	True
CHN__SAMN41373972	4086189	365158	0.08936395257292308	True
CHN__SAMN41373973	4086189	366556	0.08970608065363594	True
CHN__SAMN41373974	4086189	365014	0.0893287119122488	True
CHN__SAMN41373975	4086189	365329	0.0894058008574738	True
CHN__SAMN50151958	4086189	384977	0.09421419322503193	True
CHN__SAMN50151959	4086189	371118	0.09082252436194214	True
CHN__SAMN50151960	4086189	384965	0.09421125650330907	True
CHN__SAMN50151961	4086189	384761	0.0941613322340205	True
CHN__SAMN50151962	4086189	384894	0.09419388089978217	True
CHN__SAMN50151963	4086189	384805	0.09417210021367098	True
CHN__SAMN50151964	4086189	385297	0.09429250580430812	True
CHN__SAMN50151965	4086189	384873	0.09418874163676717	True
CHN__SAMN50151966	4086189	385274	0.09428687708767265	True
CHN__SAMN50151967	4086189	385892	0.09443811825639979	True
CHN__SAMN50151968	4086189	366733	0.08974939729904809	True
CHN__SAMN50151969	4086189	385113	0.09424747607122431	True
CHN__SAMN50151970	4086189	385414	0.09432113884110598	True
CHN__SAMN50151971	4086189	367997	0.09005873198718904	True
CHN__SAMN50151972	4086189	366880	0.08978537214015309	True
CHN__SAMN50151973	4086189	384213	0.09402722194201002	True
CHN__SAMN50151974	4086189	366690	0.08973887404620785	True
CHN__SAMN50151975	4086189	365959	0.0895599787479238	True
CHN__SAMN50151976	4086189	366905	0.08979149031040903	True
CHN__SAMN50151977	4086189	384084	0.0939956521834893	True
CHN__SAMN50151978	4086189	367012	0.08981767607910451	True
CHN__SAMN50151979	4086189	366652	0.0897295744274188	True
CHN__SAMN50151980	4086189	366033	0.08957808853188141	True
CHN__SAMN50151981	4086189	365681	0.08949194469467761	True
CHN__SAMN50151982	4086189	366622	0.08972223262311166	True
CHN__SAMN50151983	4086189	366351	0.08965591165753713	True
CHN__SAMN41373926	4086189	383959	0.09396506133220955	True
CHN__SAMN45156013	4086189	382886	0.09370246946482406	True
CHN__SAMN32034026	4086189	381787	0.0934335147003724	True
CHN__SAMN32034035	4086189	381574	0.09338138788979168	True
CHN__SAMN39683296	4086189	381816	0.0934406117778693	True
CHN__SAMN39683299	4086189	381781	0.09343204633951097	True
CHN__SAMN42391088	4086189	363452	0.0889464486346569	True
CHN__SAMN42391089	4086189	363390	0.08893127557242213	True
CHN__SAMN42391090	4086189	363389	0.0889310308456119	True
CHN__SAMN42391091	4086189	363433	0.08894179882526236	True
CHN__SAMN42391092	4086189	363412	0.08893665956224736	True
CHN__SAMN42391093	4086189	368105	0.09008516248269476	True
CHN__SAMN42391095	4086189	363371	0.08892662576302761	True
CHN__SAMN42391096	4086189	363375	0.08892760467026856	True
CHN__SAMN42391098	4086189	363365	0.08892515740216618	True
CHN__SAMN42391099	4086189	363895	0.08905486261159237	True
CHN__SAMN42391105	4086189	363538	0.08896749514033736	True
CHN__SAMN42391107	4086189	373740	0.09146419805838643	True
CHN__SAMN42391108	4086189	363379	0.0889285835775095	True
CHN__SAMN42391109	4086189	382324	0.09356493299747026	True
CHN__SAMN42391110	4086189	363365	0.08892515740216618	True
CHN__SAMN42391111	4086189	364338	0.08916327658852784	True
CHN__SAMN42391112	4086189	363373	0.08892711521664808	True
CHN__SAMN42391113	4086189	363378	0.08892833885069927	True
CHN__SAMN42391114	4086189	367283	0.08988399704467905	True
CHN__SAMN42391115	4086189	381626	0.09339411368392407	True
CHN__SAMN50151990	4086189	384945	0.09420636196710432	True
CHN__SAMN50151991	4086189	384200	0.09402404049347693	True
CHN__SAMN50151995	4086189	385099	0.09424404989588098	True
CHN__SAMN50151998	4086189	385516	0.09434610097575026	True
CHN__SAMN50152004	4086189	385378	0.0943123286759374	True
CHN__SAMN50152005	4086189	384806	0.09417234494048121	True
CHN__SAMN50152007	4086189	385338	0.09430253960352789	True
CHN__SAMN50152013	4086189	386300	0.09453796679497693	True
CHN__SAMN32034055	4086189	381704	0.09341320237512264	True
CHN__SAMN32034068	4086189	381717	0.09341638382365573	True
CHN__SAMN33268551	4086189	381851	0.09344917721622764	True
CHN__SAMN39683369	4086189	381659	0.09340218966866193	True
CHN__SAMN39683412	4086189	381798	0.09343620669528502	True
CHN__SAMN42391094	4086189	363363	0.0889246679485457	True
CHN__SAMN42391100	4086189	363364	0.08892491267535593	True
CHN__SAMN42391101	4086189	363373	0.08892711521664808	True
CHN__SAMN42391102	4086189	363386	0.08893029666518118	True
CHN__SAMN42391103	4086189	381631	0.09339533731797525	True
CHN__SAMN42391104	4086189	381578	0.09338236679703264	True
CHN__SAMN42391106	4086189	370420	0.09065170504839595	True
CHN__SAMN42391116	4086189	381595	0.09338652715280668	True
CHN__SAMN42391117	4086189	363397	0.08893298866009379	True
CHN__SAMN42391118	4086189	381541	0.09337331190505382	True
CHN__SAMN42391119	4086189	381606	0.0933892191477193	True
CHN__SAMN42391120	4086189	363417	0.08893788319629856	True
CHN__SAMN42391121	4086189	381573	0.09338114316298145	True
CHN__SAMN42391122	4086189	381617	0.09339191114263193	True
CHN__SAMN42391123	4086189	363373	0.08892711521664808	True
CHN__SAMN42391124	4086189	381558	0.09337747226082788	True
CHN__SAMN42391125	4086189	363362	0.08892442322173547	True
CHN__SAMN42391126	4086189	394263	0.0964867263849029	True
CHN__SAMN42391127	4086189	366140	0.0896042743005769	True
CHN__SAMN42391128	4086189	382896	0.09370491673292645	True
CHN__SAMN42391129	4086189	381673	0.09340561584400525	True
CHN__SAMN42391130	4086189	381660	0.09340243439547216	True
CHN__SAMN42391131	4086189	381582	0.09338334570427359	True
CHN__SAMN42391132	4086189	381642	0.09339802931288788	True
CHN__SAMN45156014	4086189	364038	0.08908985854545641	True
CHN__SAMN45156015	4086189	382036	0.09349445167612169	True
CHN__SAMN45156016	4086189	382031	0.0934932280420705	True
CHN__SAMN45156019	4086189	383707	0.09390339017602954	True
CHN__SAMN45156020	4086189	383117	0.09375900135798906	True
CHN__SAMN45156021	4086189	382597	0.09363174341666526	True
CHN__SAMN45156022	4086189	364407	0.08918016273843427	True
CHN__SAMN50152020	4086189	383557	0.09386668115449383	True
CHN__SAMN50152021	4086189	383364	0.09381944888011788	True
CHN__SAMN50152026	4086189	388671	0.09511821406205147	True
CHN__SAMN50152028	4086189	390685	0.09561109385787099	True
CHN__SAMN50152031	4086189	391083	0.09570849512834576	True
CHN__SAMN50152036	4086189	387951	0.09494201075868003	True
CHN__SAMN50152040	4086189	391566	0.09582669817769075	True
CHN__SAMN50152043	4086189	391288	0.09575866412444456	True
CHN__SAMN39683154	4086189	363567	0.08897459221783427	True
CHN__SAMN39683447	4086189	381622	0.09339313477668311	True
CHN__SAMN42391133	4086189	381619	0.0933924005962524	True
CHN__SAMN42391134	4086189	381565	0.09337918534849954	True
CHN__SAMN42391135	4086189	400356	0.09797784683968362	True
CHN__SAMN42391136	4086189	381690	0.0934097761997793	True
CHN__SAMN42391137	4086189	381706	0.09341369182874311	True
CHN__SAMN42391138	4086189	381565	0.09337918534849954	True
CHN__SAMN42391139	4086189	381595	0.09338652715280668	True
CHN__SAMN42391140	4086189	381673	0.09340561584400525	True
CHN__SAMN42391141	4086189	381576	0.09338187734341216	True
CHN__SAMN42391142	4086189	382114	0.09351354036732026	True
CHN__SAMN42391143	4086189	381627	0.0933943584107343	True
CHN__SAMN42391144	4086189	381620	0.09339264532306264	True
CHN__SAMN42391145	4086189	381617	0.09339191114263193	True
CHN__SAMN42391146	4086189	381656	0.09340145548823121	True
CHN__SAMN42391147	4086189	381585	0.0933840798847043	True
CHN__SAMN42391148	4086189	381718	0.09341662855046597	True
CHN__SAMN42391149	4086189	381578	0.09338236679703264	True
CHN__SAMN42391150	4086189	383405	0.09382948267933765	True
CHN__SAMN44583814	4086189	381924	0.09346704227337502	True
CHN__SAMN44583815	4086189	382183	0.09353042651722669	True
CHN__SAMN44583816	4086189	382001	0.09348588623776335	True
CHN__SAMN44583817	4086189	382045	0.09349665421741384	True
CHN__SAMN44583818	4086189	382171	0.09352748979550383	True
CHN__SAMN44583819	4086189	382243	0.09354511012584098	True
