genome_record_id	sample_id	biosample_accession	assembly_accession	run_accession	country_iso3	country_name	collection_date_raw	date_lower	date_upper	year	month	quarter	date_resolution	date_month_or_quarter	project_id	project_id_source	source_dataset	source_role	model_denominator_role	genome_candidate	genome_qc_status	genome_observation_eligible	sampling_process_observed	sequencing_success	ct_value	specimen_type	preliminary_lineage_id	lineage_definition_status	published_branch	published_lineage	published_sublineage	ptxP_label	fim3_label	marker_23s_status	duplicate_of_focal	duplicate_group_size	data_freeze_date	provenance_note	local_fasta_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	continent	sequence_acquisition	period_stratum	lineage_stratum	rank_hash	route_priority	date_priority	selection_reason	background_replicate
BG::SAMN04221194	SAMN04221194-SRR5070815	SAMN04221194	GCA_001988335.1	SRR5070815	USA	USA	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-2	0600cb4b72a7dd256d5d46aedab79c36a7d884aa41d9ad5c0ad732edebb5807d	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN02614590	SAMN02614590-GCA_000662235.1	SAMN02614590	GCA_000662235	SRR1167854	USA	USA	1935	1935-01-01	1935-12-31	1935			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIa	others		ptxP2	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4120162	67.5	207	30911	ok	North_America	local_fasta	pre2000	others	06c5cacd3e44e6e579f2c7cdad3cb829377e424d2e4f5067f74f7281054bd6f1	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN08395636	SAMN08395636-SRR9006196	SAMN08395636	GCA_004634865.1	SRR9006196	USA	USA	2014	2014-01-01	2014-12-31	2014			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			United States Sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	United States Sublineage 1	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	United States Sublineage 1	06cd841bd442b4058c4b62e087a80fb891fef2777aaf5d6521a9ed3f01e8fb78	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA2035349	SAMEA2035349-GCA_001205275.1	SAMEA2035349	GCA_001205275	ERR361828	NLD	Netherlands	1982	1982-01-01	1982-12-31	1982			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIb	others		ptxP1	fim3-27	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3705178	67.5	1018	6420	ok	Europe	local_fasta	pre2000	others	07197f0afdfca9d2e08de7099c0c9f9ba5c6bae09102b8a3c6e9713965cdd2ab	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA751169	SAMEA751169-ERR030025	SAMEA751169	GCA_001193515.1	ERR030025	USA	USA	1977	1977-01-01	1977-12-31	1977			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3805077	68	507	11985	ok	North_America	local_fasta	pre2000	ptxP1/fim3-1	0729f0ae09553bf780d1218d92b65bf0e886790d17e4361c98db410c0731c0f0	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN03249375	SAMN03249375-SRR5070901	SAMN03249375	GCA_001628735.1	SRR5070901	USA	USA	2012	2012-01-01	2012-12-31	2012			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP1/fim3-1	085d6a2ba07cbb892ea7bf0f7f4ba7aa983ce22f6cc5022d64ffa217388bbb82	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN04221188	SAMN04221188-SRR5070816	SAMN04221188	GCA_001988215.1	SRR5070816	USA	USA	2010	2010-01-01	2010-12-31	2010			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-1	09160a4041d4b80af427a5c481f1c71f794947f58501f4ed5e692f3f6ca8b1d1	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN07137592	SAMN07137592-SRR5829847	SAMN07137592	GCA_002240435.1	SRR5829847	USA	USA	2013	2013-01-01	2013-12-31	2013			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-27	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2010_2014	ptxP3/fim3-1	09d8b90f95a659d99d1f62c75ea8d73ece8d88af16049443e58bda20048c3899	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN04221184	SAMN04221184-SRR5070703	SAMN04221184	GCA_001988135.1	SRR5070703	USA	USA	2003	2003-01-01	2003-12-31	2003			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	0ac769345b6804feb8096d953ddc697ae2a54c6f495faa83f5cf5d5284b49d37	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN40551705	SAMN40551705-GCF_037908115.1	SAMN40551705	GCF_037908115		ESP	Spain	2024	2024-01-01	2024-12-31	2024			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			Europe sublineage 1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	Europe sublineage 1	ptxP3	fim3-1		False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3823616	68	400	18119	ok	Europe	local_fasta	2023_2025	Europe sublineage 1	0acd188eb1fde7d3a94d32088d14e4a4c5e6c5ec8a3fca8d3684ccda335498ca	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA751222	SAMEA751222-ERR029991	SAMEA751222	GCA_001332095.1	ERR029991	CAN	Canada	1995	1995-01-01	1995-12-31	1995			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3806049	68	523	12330	ok	North_America	local_fasta	pre2000	ptxP1/fim3-1	0b997be5cd7a9b0ac88d56aadee7e69093d98e8e54cfe0647cc692794502016a	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN03566785	SAMN03566785-GCA_001307685.1	SAMN03566785	GCA_001307685		NLD	Netherlands	2010	2010-01-01	2010-12-31	2010			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4110990	67.5	1	4110990	ok	Europe	local_fasta	2010_2014	ptxP3/fim3-1	0bf8117b23ed3961e8857ebf76ba93f3bdcf27d5a11d6be9522fab7ef25a05a7	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN03455343	SAMN03455343-SRR5070831	SAMN03455343	GCA_001985165.1	SRR5070831	USA	USA	2003	2003-01-01	2003-12-31	2003			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	0c3cf2b4854b894886e92de51e823e568b39852011a2471b8fa6e0cf139ea1ce	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN05783037	SAMN05783037-GCA_020622445.1	SAMN05783037	GCA_020622445		BRA	Brazil	2013	2013-01-01	2013-12-31	2013			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3812281	68	311	20264	ok	South_America	local_fasta	2010_2014	ptxP3/fim3-2	0d11d2adf0fb958341fbc7d975fd1cd4b1e44fc06ba7d520f961994d3b66a28b	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA751497	SAMEA751497-ERR029294	SAMEA751497	GCA_001207695.1	ERR029294	ITA	Italy	1994	1994-01-01	1994-12-31	1994			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3815631	68	322	18327	ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	0e0061f0f5209cc129fc154dcac85f22bd40d3249944a10628b41e26f3629510	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA751185	SAMEA751185-ERR029986	SAMEA751185	GCA_001331955.1	ERR029986	CAN	Canada	2002	2002-01-01	2002-12-31	2002			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3780893	68	754	8733	ok	North_America	local_fasta	2000_2009	ptxP3/fim3-1	1109c3f344e0935edbbdfc726b549ca62181b8fb5a88c08e237ec743af6c3bf1	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN11821631	SAMN11821631-SRR9123574	SAMN11821631	GCA_013168655.1	SRR9123574	USA	USA	2002	2002-01-01	2002-12-31	2002			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1		ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2000_2009	ptxP3/fim3-1	11189bd9f894b753105f7157b38fd9fef3119d2ac171c372f4979f87432d9392	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN18620807	SAMN18620807-SRR14288321	SAMN18620807	GCA_030252935.1	SRR14288321	USA	USA	2020	2020-01-01	2020-12-31	2020			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2020_2022	ptxP3/fim3-2	1463feff2d9d684db5092454775bf3e7eaa43b7259d98769d47d635f3e28b78e	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA3923584	SAMEA3923584-GCA_900445865.1	SAMEA3923584	GCA_900445865	ERR1475874	DNK	Denmark	1973	1973-01-01	1973-12-31	1973			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIa	others		ptxP2	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4179998	67.5	5	3717843	ok	Europe	local_fasta	pre2000	others	179e9deae5c596a5f111b099bb6ff168648f9e62478ee02d513f73fab4a048bc	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN18620792	SAMN18620792-SRR14288338	SAMN18620792	GCA_030252975.1	SRR14288338	USA	USA	2020	2020-01-01	2020-12-31	2020			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-2	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2020_2022	ptxP3/fim3-2	17cad68e62053c6bb97dd4afc47d677435d5add38dee9dc035ff047f08101c8a	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA751453	SAMEA751453-ERR029304	SAMEA751453	GCA_001197455.1	ERR029304	ITA	Italy	1994	1994-01-01	1994-12-31	1994			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	1842651d573fba1b9bf6b6fb81b86461cfd1831214ecb4491e2270665678c36b	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN11539686	SAMN11539686-SRR9002897	SAMN11539686	GCA_027271135.1	SRR9002897	USA	USA	2018	2018-01-01	2018-12-31	2018			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			MS-MT28	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-1	MS-MT28	ptxP3	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.						ok	North_America	local_fasta	2015_2019	MS-MT28	1954419c91d44e2a9323419554f641eb0263b768107861dbdc227b9eb530edc0	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA751203	SAMEA751203-ERR029987	SAMEA751203	GCA_001332015.1	ERR029987	CAN	Canada	2001	2001-01-01	2001-12-31	2001			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP3/fim3-2	published_background_annotation_not_model_lineage	Branch_IIb	ptxP3/fim3-2		ptxP3	fim3-3	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3797244	68	608	11021	ok	North_America	local_fasta	2000_2009	ptxP3/fim3-2	1b2aced3fd8989568e9de93448e7b15876a8849fcce3e6561b8ffdb3525b06f9	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMN22091640	SAMN22091640-SRR17115542	SAMN22091640	GCA_020736265.1	SRR17115542	DEU	Germany							unknown	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_I	others		ptxP4	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		4096524	67.5	1	4096524	ok	Europe	local_fasta	unknown	others	1f5138578a0dd7fa374a48dae310086676e0145e3a523408afe375581adda362	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA751172	SAMEA751172-ERR030022	SAMEA751172	GCA_001331815.1	ERR030022	USA	USA	1935	1935-01-01	1935-12-31	1935			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			others	published_background_annotation_not_model_lineage	Branch_IIa	others		ptxP2	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3787045	68	904	7546	ok	North_America	local_fasta	pre2000	others	20846c4b8e5f59eaf912230b08d8ac3caad3c1e8743436e8d5e6310b926288ea	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
BG::SAMEA751143	SAMEA751143-ERR031089	SAMEA751143	GCA_001331555.1	ERR031089	FIN	Finland	1964	1964-01-01	1964-12-31	1964			year	False		not_available_in_global_compilation	global_8117_compilation	global_tree_background	global_tree_background_only	True	published_global_compilation_qc	False	False	True			ptxP1/fim3-1	published_background_annotation_not_model_lineage	Branch_IIb	ptxP1/fim3-1		ptxP1	fim3-1	23S_rRNA_1	False	1	2026-07-24	Excluded from all national case/genome observation denominators; eligible only for stratified tree background.		3845233	68	566	11542	ok	Europe	local_fasta	pre2000	ptxP1/fim3-1	20c2bb91f999be373b585452f28e12212ce2d9bac92eb692bcd3ce5c8e097cc4	0	True	global_background_country_period_lineage_cap2_prefer_local_and_precise_date	replicate_b
