Sample1	Sample2	Distance	Mismatches (proportion)	Match count	Mismatch count	cgmlst_jointly_called_loci	cgmlst_allelic_mismatches	cgmlst_mismatch_fraction
AUS__SAMN07235949	CHN__SAMN07329769	76	0.006747159090909	11188	76	2034	30	0.014749262536873156
AUS__SAMN07235949	CHN__SAMN07329777	24	0.0021240817771484	11275	24	2035	6	0.0029484029484029483
AUS__SAMN07235949	CHN__SAMN07329779	80	0.0070335853701424	11294	80	2036	33	0.016208251473477406
AUS__SAMN07235949	CHN__SAMN07329785	26	0.0022753128555176	11401	26	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN07329787	75	0.0065645514223194	11350	75	2036	32	0.015717092337917484
AUS__SAMN07235949	CHN__SAMN09947486	78	0.006815798671793	11366	78	2036	32	0.015717092337917484
AUS__SAMN07235949	CHN__SAMN09947492	73	0.0063844673779954	11361	73	2037	33	0.016200294550810016
AUS__SAMN07235949	CHN__SAMN09947493	73	0.0063867016622922	11357	73	2037	33	0.016200294550810016
AUS__SAMN07235949	CHN__SAMN07329781	81	0.0071390798519301	11265	81	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN07329782	81	0.0071738552829687	11210	81	2035	32	0.015724815724815724
AUS__SAMN07235949	CHN__SAMN07329783	79	0.0069812654648285	11237	79	2035	31	0.015233415233415233
AUS__SAMN07235949	CHN__SAMN07329789	80	0.0070323488045007	11296	80	2037	33	0.016200294550810016
AUS__SAMN07235949	CHN__SAMN07329790	80	0.0069954529555788	11356	80	2036	32	0.015717092337917484
AUS__SAMN07235949	CHN__SAMN07329793	21	0.0018429135585783	11374	21	2034	3	0.0014749262536873156
AUS__SAMN07235949	CHN__SAMN33268689	19	0.0016602586508213	11425	19	2020	3	0.0014851485148514852
AUS__SAMN07235949	CHN__SAMN33268690	78	0.0068211630957586	11357	78	2034	32	0.015732546705998034
AUS__SAMN07235949	CHN__SAMN39683174	33	0.0029046738843411	11328	33	2034	5	0.0024582104228121925
AUS__SAMN07235949	CHN__SAMN39683176	36	0.003165391717225	11337	36	2037	5	0.002454590083456063
AUS__SAMN07235949	CHN__SAMN39682877	79	0.0069122407909703	11350	79	2037	33	0.016200294550810016
AUS__SAMN07235949	CHN__SAMN39682878	80	0.0070015753544547	11346	80	2036	32	0.015717092337917484
AUS__SAMN07235949	CHN__SAMN09941175	105	0.0092494714587737	11247	105	2014	31	0.015392254220456803
AUS__SAMN07235949	CHN__SAMN17613197	88	0.0077078041517036	11329	88	2034	34	0.01671583087512291
AUS__SAMN07235949	CHN__SAMN17613198	85	0.0075858991521642	11120	85	2033	34	0.016724053123462864
AUS__SAMN07235949	CHN__SAMN22233915	79	0.0069146608315098	11346	79	2035	31	0.015233415233415233
AUS__SAMN07235949	CHN__SAMN22233924	27	0.0023599335722401	11414	27	2038	9	0.004416094210009814
AUS__SAMN07235949	CHN__SAMN32033974	79	0.0069128456422821	11349	79	2036	35	0.01719056974459725
AUS__SAMN07235949	CHN__SAMN32033981	82	0.0071690855044588	11356	82	2036	33	0.016208251473477406
AUS__SAMN07235949	CHN__SAMN33268552	23	0.0020118964310706	11409	23	2034	10	0.004916420845624385
AUS__SAMN07235949	CHN__SAMN39682971	83	0.007255879010403	11356	83	2035	31	0.015233415233415233
AUS__SAMN07235949	CHN__SAMN39683227	27	0.0023599335722401	11414	27	2036	7	0.00343811394891945
AUS__SAMN07235949	CHN__SAMN50151934	28	0.0024593763724198	11357	28	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN50151935	75	0.0065651260504201	11349	75	2037	33	0.016200294550810016
AUS__SAMN07235949	CHN__SAMN50151936	75	0.0065801017722407	11323	75	2037	33	0.016200294550810016
AUS__SAMN07235949	CHN__SAMN50151937	82	0.0071885684228982	11325	82	2036	35	0.01719056974459725
AUS__SAMN07235949	CHN__SAMN50151938	76	0.0066509145007438	11351	76	2037	33	0.016200294550810016
AUS__SAMN07235949	CHN__SAMN50151939	81	0.0070903361344537	11343	81	2036	33	0.016208251473477406
AUS__SAMN07235949	CHN__SAMN50151940	22	0.0019259388952114	11401	22	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN50151941	80	0.0069972885506866	11353	80	2036	34	0.01669941060903733
AUS__SAMN07235949	CHN__SAMN50151942	75	0.0065824117956819	11319	75	2037	35	0.01718213058419244
AUS__SAMN07235949	CHN__SAMN50151943	25	0.0021902926230944	11389	25	2038	6	0.002944062806673209
AUS__SAMN07235949	CHN__SAMN50151944	23	0.0020136578532656	11399	23	2037	6	0.0029455081001472753
AUS__SAMN07235949	CHN__SAMN50151945	82	0.0071778711484593	11342	82	2036	33	0.016208251473477406
AUS__SAMN07235949	CHN__SAMN50151946	79	0.0069170825672007	11342	79	2037	34	0.016691212567501227
AUS__SAMN07235949	CHN__SAMN50151947	22	0.001926782273603	11396	22	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50151948	79	0.0069298245614035	11321	79	2037	32	0.015709376534118802
AUS__SAMN07235949	CHN__SAMN50151949	86	0.0075385694249649	11322	86	2036	35	0.01719056974459725
AUS__SAMN07235949	CHN__SAMN50151950	25	0.0021922132585057	11379	25	2036	4	0.0019646365422396855
AUS__SAMN07235949	CHN__SAMN50151951	20	0.001750700280112	11404	20	2036	4	0.0019646365422396855
AUS__SAMN07235949	CHN__SAMN50151952	83	0.007281979294613	11315	83	2031	30	0.014771048744460856
AUS__SAMN07235949	CHN__SAMN50151953	83	0.0072787862843111	11320	83	2035	35	0.0171990171990172
AUS__SAMN07235949	CHN__SAMN50151954	79	0.0069407836935512	11303	79	2036	30	0.014734774066797643
AUS__SAMN07235949	CHN__SAMN50151955	23	0.0020152457723648	11390	23	2038	6	0.002944062806673209
AUS__SAMN07235949	CHN__SAMN50151956	25	0.0021906764808973	11387	25	2038	6	0.002944062806673209
AUS__SAMN07235949	CHN__SAMN50151957	17	0.0014878347628216	11409	17	2037	4	0.0019636720667648502
AUS__SAMN07235949	CHN__SAMN22233918	78	0.0068175858753605	11363	78	2036	32	0.015717092337917484
AUS__SAMN07235949	CHN__SAMN22233923	84	0.0073426573426573	11356	84	2036	34	0.01669941060903733
AUS__SAMN07235949	CHN__SAMN32033992	76	0.0066544085456615	11345	76	2036	32	0.015717092337917484
AUS__SAMN07235949	CHN__SAMN32033997	25	0.0021891418563922	11395	25	2037	8	0.0039273441335297005
AUS__SAMN07235949	CHN__SAMN39683481	26	0.0022767075306479	11394	26	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN39683486	86	0.0075326267846194	11331	86	2032	33	0.01624015748031496
AUS__SAMN07235949	CHN__SAMN41373914	79	0.006914055662524	11347	79	2034	32	0.015732546705998034
AUS__SAMN07235949	CHN__SAMN41373915	84	0.007358738501971	11331	84	2033	31	0.015248401377274963
AUS__SAMN07235949	CHN__SAMN41373916	83	0.0072641344302468	11343	83	2032	30	0.014763779527559055
AUS__SAMN07235949	CHN__SAMN41373917	82	0.0071948758445204	11315	82	2034	31	0.015240904621435595
AUS__SAMN07235949	CHN__SAMN41373918	80	0.0070034141644051	11343	80	2036	30	0.014734774066797643
AUS__SAMN07235949	CHN__SAMN41373919	88	0.0077084793272599	11328	88	2032	30	0.014763779527559055
AUS__SAMN07235949	CHN__SAMN41373920	31	0.0027131104498512	11395	31	2037	9	0.004418262150220913
AUS__SAMN07235949	CHN__SAMN41373921	82	0.0071810140993081	11337	82	2035	31	0.015233415233415233
AUS__SAMN07235949	CHN__SAMN41373922	82	0.0071866783523225	11328	82	2034	31	0.015240904621435595
AUS__SAMN07235949	CHN__SAMN41373923	24	0.0021032337218473	11387	24	2036	6	0.0029469548133595285
AUS__SAMN07235949	CHN__SAMN41373924	83	0.0072711344721857	11332	83	2035	31	0.015233415233415233
AUS__SAMN07235949	CHN__SAMN41373925	78	0.0068277310924369	11346	78	2034	30	0.014749262536873156
AUS__SAMN07235949	CHN__SAMN41373927	83	0.007273045916579	11329	83	2035	33	0.016216216216216217
AUS__SAMN07235949	CHN__SAMN41373928	81	0.0070884746652664	11346	81	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN41373929	78	0.0068307207286102	11341	78	2035	31	0.015233415233415233
AUS__SAMN07235949	CHN__SAMN41373930	87	0.0076255587693925	11322	87	2031	32	0.015755785327424915
AUS__SAMN07235949	CHN__SAMN41373931	83	0.0072615923009623	11347	83	2034	31	0.015240904621435595
AUS__SAMN07235949	CHN__SAMN41373932	83	0.0072685874419826	11336	83	2035	33	0.016216216216216217
AUS__SAMN07235949	CHN__SAMN41373933	79	0.0069195059998248	11338	79	2036	30	0.014734774066797643
AUS__SAMN07235949	CHN__SAMN41373934	80	0.0069997375098433	11349	80	2035	30	0.014742014742014743
AUS__SAMN07235949	CHN__SAMN41373935	85	0.0074359198670282	11346	85	2034	32	0.015732546705998034
AUS__SAMN07235949	CHN__SAMN41373936	85	0.0074287711938472	11357	85	2032	30	0.014763779527559055
AUS__SAMN07235949	CHN__SAMN41373937	80	0.0070132374857543	11327	80	2034	30	0.014749262536873156
AUS__SAMN07235949	CHN__SAMN41373938	84	0.0073503675183759	11344	84	2034	31	0.015240904621435595
AUS__SAMN07235949	CHN__SAMN41373939	81	0.007089715536105	11344	81	2033	30	0.014756517461878997
AUS__SAMN07235949	CHN__SAMN41373940	85	0.0074450381010773	11332	85	2032	31	0.015255905511811024
AUS__SAMN07235949	CHN__SAMN41373941	85	0.0074359198670282	11346	85	2035	31	0.015233415233415233
AUS__SAMN07235949	CHN__SAMN41373942	84	0.0073568050446663	11334	84	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN41373943	79	0.00691587148735	11344	79	2034	30	0.014749262536873156
AUS__SAMN07235949	CHN__SAMN41373944	82	0.0071829011913104	11334	82	2033	31	0.015248401377274963
AUS__SAMN07235949	CHN__SAMN41373945	83	0.0072527088430618	11361	83	2034	30	0.014749262536873156
AUS__SAMN07235949	CHN__SAMN41373946	82	0.0071766147383161	11344	82	2033	32	0.01574028529267093
AUS__SAMN07235949	CHN__SAMN41373947	85	0.0074378718935946	11343	85	2032	31	0.015255905511811024
AUS__SAMN07235949	CHN__SAMN41373948	79	0.0069055944055944	11361	79	2031	30	0.014771048744460856
AUS__SAMN07235949	CHN__SAMN41373949	22	0.001923245038902	11417	22	2036	4	0.0019646365422396855
AUS__SAMN07235949	CHN__SAMN41373950	79	0.0069086139046786	11356	79	2035	30	0.014742014742014743
AUS__SAMN07235949	CHN__SAMN41373951	84	0.0073458679492785	11351	84	2031	30	0.014771048744460856
AUS__SAMN07235949	CHN__SAMN41373952	87	0.0076068899186849	11350	87	2033	30	0.014756517461878997
AUS__SAMN07235949	CHN__SAMN41373953	23	0.0020110168750546	11414	23	2038	6	0.002944062806673209
AUS__SAMN07235949	CHN__SAMN41373954	83	0.0072539765775214	11359	83	2031	31	0.015263417035942885
AUS__SAMN07235949	CHN__SAMN41373955	79	0.0069080097936341	11357	79	2034	30	0.014749262536873156
AUS__SAMN07235949	CHN__SAMN41373956	77	0.0067419665528412	11344	77	2034	32	0.015732546705998034
AUS__SAMN07235949	CHN__SAMN41373957	82	0.0071709663314385	11353	82	2033	32	0.01574028529267093
AUS__SAMN07235949	CHN__SAMN41373958	25	0.0021870352550083	11406	25	2036	6	0.0029469548133595285
AUS__SAMN07235949	CHN__SAMN41373959	81	0.0070835155225185	11354	81	2033	30	0.014756517461878997
AUS__SAMN07235949	CHN__SAMN41373960	81	0.0070816576324532	11357	81	2031	32	0.015755785327424915
AUS__SAMN07235949	CHN__SAMN41373961	83	0.007257782441413	11353	83	2034	31	0.015240904621435595
AUS__SAMN07235949	CHN__SAMN41373962	80	0.006997900629811	11352	80	2030	32	0.015763546798029555
AUS__SAMN07235949	CHN__SAMN41373963	80	0.0069948413045379	11357	80	2034	30	0.014749262536873156
AUS__SAMN07235949	CHN__SAMN41373964	83	0.0072622276664625	11346	83	2028	30	0.014792899408284023
AUS__SAMN07235949	CHN__SAMN41373965	84	0.0073522975929978	11341	84	2032	31	0.015255905511811024
AUS__SAMN07235949	CHN__SAMN41373966	72	0.0062970089207626	11362	72	2036	32	0.015717092337917484
AUS__SAMN07235949	CHN__SAMN41373967	83	0.0072565133764644	11355	83	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN41373968	83	0.0072609570466275	11348	83	2032	30	0.014763779527559055
AUS__SAMN07235949	CHN__SAMN41373969	87	0.007607555089192	11349	87	2031	32	0.015755785327424915
AUS__SAMN07235949	CHN__SAMN41373970	85	0.0074320188860715	11352	85	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN41373971	81	0.0070779447745543	11363	81	2033	29	0.01426463354648303
AUS__SAMN07235949	CHN__SAMN41373972	79	0.0069055944055944	11361	79	2035	31	0.015233415233415233
AUS__SAMN07235949	CHN__SAMN41373973	80	0.0069991251093613	11350	80	2033	30	0.014756517461878997
AUS__SAMN07235949	CHN__SAMN41373974	79	0.0069031807060468	11365	79	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN41373975	81	0.0070798007167205	11360	81	2032	30	0.014763779527559055
AUS__SAMN07235949	CHN__SAMN50151958	23	0.0020170130667368	11380	23	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50151959	75	0.0065887727312659	11308	75	2036	32	0.015717092337917484
AUS__SAMN07235949	CHN__SAMN50151960	21	0.0018398458033993	11393	21	2038	5	0.0024533856722276743
AUS__SAMN07235949	CHN__SAMN50151961	25	0.00218837535014	11399	25	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN50151962	23	0.0020140105078809	11397	23	2038	6	0.002944062806673209
AUS__SAMN07235949	CHN__SAMN50151963	22	0.001926782273603	11396	22	2038	6	0.002944062806673209
AUS__SAMN07235949	CHN__SAMN50151964	24	0.0021060021060021	11372	24	2037	8	0.0039273441335297005
AUS__SAMN07235949	CHN__SAMN50151965	23	0.0020150692132468	11391	23	2037	8	0.0039273441335297005
AUS__SAMN07235949	CHN__SAMN50151966	24	0.002105632567117	11374	24	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN50151967	27	0.0023778071334214	11328	27	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50151968	77	0.0067502410800385	11330	77	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN50151969	28	0.0024572180781044	11367	28	2038	8	0.003925417075564278
AUS__SAMN07235949	CHN__SAMN50151970	22	0.0019366197183098	11338	22	2036	9	0.0044204322200392925
AUS__SAMN07235949	CHN__SAMN50151971	81	0.0071071334561726	11316	81	2036	33	0.016208251473477406
AUS__SAMN07235949	CHN__SAMN50151972	77	0.0067496493688639	11331	77	2037	32	0.015709376534118802
AUS__SAMN07235949	CHN__SAMN50151973	25	0.0021862702229995	11410	25	2038	9	0.004416094210009814
AUS__SAMN07235949	CHN__SAMN50151974	79	0.0069182940712847	11340	79	2037	34	0.016691212567501227
AUS__SAMN07235949	CHN__SAMN50151975	78	0.0068271334792122	11347	78	2037	34	0.016691212567501227
AUS__SAMN07235949	CHN__SAMN50151976	79	0.0069310405334269	11319	79	2037	34	0.016691212567501227
AUS__SAMN07235949	CHN__SAMN50151977	22	0.0019239177962396	11413	22	2037	8	0.0039273441335297005
AUS__SAMN07235949	CHN__SAMN50151978	89	0.0078070175438596	11311	89	2035	34	0.016707616707616706
AUS__SAMN07235949	CHN__SAMN50151979	78	0.0068337129840546	11336	78	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN50151980	77	0.0067354793561931	11355	77	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN50151981	82	0.007168458781362	11357	82	2036	33	0.016208251473477406
AUS__SAMN07235949	CHN__SAMN50151982	83	0.0072673145959197	11338	83	2036	33	0.016208251473477406
AUS__SAMN07235949	CHN__SAMN50151983	82	0.0071772428884026	11343	82	2036	33	0.016208251473477406
AUS__SAMN07235949	CHN__SAMN41373926	28	0.0024539877300613	11382	28	2035	6	0.0029484029484029483
AUS__SAMN07235949	CHN__SAMN45156013	42	0.0037174721189591	11256	42	2033	6	0.002951303492375799
AUS__SAMN07235949	CHN__SAMN32034026	25	0.0021868439468159	11407	25	2038	8	0.003925417075564278
AUS__SAMN07235949	CHN__SAMN32034035	17	0.0014862738240951	11421	17	2036	3	0.0014734774066797642
AUS__SAMN07235949	CHN__SAMN39683296	26	0.0022837066315327	11359	26	2036	6	0.0029469548133595285
AUS__SAMN07235949	CHN__SAMN39683299	33	0.0028972783143107	11357	33	2035	8	0.003931203931203931
AUS__SAMN07235949	CHN__SAMN42391088	78	0.006818777865198	11361	78	2024	30	0.014822134387351778
AUS__SAMN07235949	CHN__SAMN42391089	81	0.0070785633138163	11362	81	2028	31	0.015285996055226824
AUS__SAMN07235949	CHN__SAMN42391090	78	0.006815798671793	11366	78	2025	30	0.014814814814814815
AUS__SAMN07235949	CHN__SAMN42391091	78	0.0068181818181818	11362	78	2018	31	0.015361744301288404
AUS__SAMN07235949	CHN__SAMN42391092	81	0.0070816576324532	11357	81	2005	29	0.014463840399002495
AUS__SAMN07235949	CHN__SAMN42391093	79	0.0069170825672007	11342	79	2011	31	0.015415216310293387
AUS__SAMN07235949	CHN__SAMN42391095	78	0.006815798671793	11366	78	2029	31	0.015278462296697881
AUS__SAMN07235949	CHN__SAMN42391096	80	0.0069905627403005	11364	80	2030	30	0.014778325123152709
AUS__SAMN07235949	CHN__SAMN42391098	78	0.0068163943021934	11365	78	2026	31	0.015301085883514315
AUS__SAMN07235949	CHN__SAMN42391099	77	0.0067290046316525	11366	77	2034	31	0.015240904621435595
AUS__SAMN07235949	CHN__SAMN42391105	78	0.0068169900367068	11364	78	2031	31	0.015263417035942885
AUS__SAMN07235949	CHN__SAMN42391107	79	0.0069273938968782	11325	79	2018	31	0.015361744301288404
AUS__SAMN07235949	CHN__SAMN42391108	77	0.0067319461444308	11361	77	2029	30	0.014785608674223755
AUS__SAMN07235949	CHN__SAMN42391109	26	0.0022725286251201	11415	26	2034	7	0.00344149459193707
AUS__SAMN07235949	CHN__SAMN42391110	81	0.007081038552321	11358	81	2018	29	0.014370664023785926
AUS__SAMN07235949	CHN__SAMN42391111	81	0.0070816576324532	11357	81	2033	31	0.015248401377274963
AUS__SAMN07235949	CHN__SAMN42391112	78	0.0068175858753605	11363	78	2034	31	0.015240904621435595
AUS__SAMN07235949	CHN__SAMN42391113	81	0.007081038552321	11358	81	2033	31	0.015248401377274963
AUS__SAMN07235949	CHN__SAMN42391114	78	0.0068271334792122	11347	78	2027	31	0.015293537247163296
AUS__SAMN07235949	CHN__SAMN42391115	24	0.0020984523913613	11413	24	2034	6	0.0029498525073746312
AUS__SAMN07235949	CHN__SAMN50151990	21	0.0018406521167499	11388	21	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50151991	21	0.0018369489153254	11411	21	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50151995	23	0.0020143632860395	11395	23	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50151998	23	0.0020173668976405	11378	23	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50152004	24	0.00210212840501	11393	24	2038	8	0.003925417075564278
AUS__SAMN07235949	CHN__SAMN50152005	24	0.0021004726063364	11402	24	2037	8	0.0039273441335297005
AUS__SAMN07235949	CHN__SAMN50152007	24	0.0021052631578947	11376	24	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50152013	39	0.0034482758620689	11271	39	2038	6	0.002944062806673209
AUS__SAMN07235949	CHN__SAMN32034055	22	0.0019235813587479	11415	22	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN32034068	24	0.002097902097902	11416	24	2038	8	0.003925417075564278
AUS__SAMN07235949	CHN__SAMN33268551	24	0.0020975353959098	11418	24	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN39683369	31	0.0027095533607202	11410	31	2038	9	0.004416094210009814
AUS__SAMN07235949	CHN__SAMN39683412	29	0.0025407394427895	11385	29	2038	8	0.003925417075564278
AUS__SAMN07235949	CHN__SAMN42391094	81	0.0070785633138163	11362	81	2036	31	0.015225933202357564
AUS__SAMN07235949	CHN__SAMN42391100	80	0.0069923957696005	11361	80	2037	31	0.01521845851742759
AUS__SAMN07235949	CHN__SAMN42391101	79	0.0069043873448697	11363	79	2034	31	0.015240904621435595
AUS__SAMN07235949	CHN__SAMN42391102	77	0.0067295927285439	11365	77	2027	31	0.015293537247163296
AUS__SAMN07235949	CHN__SAMN42391103	27	0.0023595211046054	11416	27	2003	8	0.00399400898652022
AUS__SAMN07235949	CHN__SAMN42391104	29	0.002534965034965	11411	29	2031	8	0.003938946331856229
AUS__SAMN07235949	CHN__SAMN42391106	79	0.0069104268719384	11353	79	2019	31	0.015354135710747894
AUS__SAMN07235949	CHN__SAMN42391116	24	0.0020982689281342	11414	24	2015	8	0.003970223325062035
AUS__SAMN07235949	CHN__SAMN42391117	79	0.0069055944055944	11361	79	2030	31	0.015270935960591134
AUS__SAMN07235949	CHN__SAMN42391118	24	0.0020973520929826	11419	24	2036	8	0.003929273084479371
AUS__SAMN07235949	CHN__SAMN42391119	23	0.0020108410561286	11415	23	2029	8	0.003942828979793002
AUS__SAMN07235949	CHN__SAMN42391120	80	0.0069911736432753	11363	80	2023	31	0.01532377656945131
AUS__SAMN07235949	CHN__SAMN42391121	24	0.002098085496984	11415	24	2032	8	0.003937007874015748
AUS__SAMN07235949	CHN__SAMN42391122	26	0.0022723300122356	11416	26	2002	7	0.0034965034965034965
AUS__SAMN07235949	CHN__SAMN42391123	79	0.0069049908224805	11362	79	2030	31	0.015270935960591134
AUS__SAMN07235949	CHN__SAMN42391124	23	0.0020099624224416	11420	23	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN42391125	79	0.0069043873448697	11363	79	2033	31	0.015248401377274963
AUS__SAMN07235949	CHN__SAMN42391126	26	0.0022793021828701	11381	26	2022	7	0.0034619188921859545
AUS__SAMN07235949	CHN__SAMN42391127	82	0.0071722207644537	11351	82	2032	31	0.015255905511811024
AUS__SAMN07235949	CHN__SAMN42391128	24	0.002098085496984	11415	24	2037	8	0.0039273441335297005
AUS__SAMN07235949	CHN__SAMN42391129	25	0.0021853146853146	11415	25	2022	8	0.003956478733926805
AUS__SAMN07235949	CHN__SAMN42391130	26	0.0022735222105631	11410	26	2008	9	0.004482071713147411
AUS__SAMN07235949	CHN__SAMN42391131	24	0.0020971688220901	11420	24	2029	8	0.003942828979793002
AUS__SAMN07235949	CHN__SAMN42391132	25	0.0021862702229995	11410	25	2028	8	0.0039447731755424065
AUS__SAMN07235949	CHN__SAMN45156014	102	0.009009009009009	11220	102	2033	34	0.016724053123462864
AUS__SAMN07235949	CHN__SAMN45156015	45	0.0039644084221654	11306	45	2036	9	0.0044204322200392925
AUS__SAMN07235949	CHN__SAMN45156016	37	0.0032601991364877	11312	37	2036	8	0.003929273084479371
AUS__SAMN07235949	CHN__SAMN45156019	41	0.0036444444444444	11209	41	2031	7	0.0034465780403741997
AUS__SAMN07235949	CHN__SAMN45156020	40	0.0035341933203746	11278	40	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN45156021	36	0.0031821797931583	11277	36	2034	9	0.004424778761061947
AUS__SAMN07235949	CHN__SAMN45156022	103	0.0091102069697505	11203	103	2037	33	0.016200294550810016
AUS__SAMN07235949	CHN__SAMN50152020	25	0.0021853146853146	11415	25	2038	8	0.003925417075564278
AUS__SAMN07235949	CHN__SAMN50152021	28	0.0024473385193601	11413	28	2038	9	0.004416094210009814
AUS__SAMN07235949	CHN__SAMN50152026	27	0.0023972298677084	11236	27	2038	7	0.0034347399411187437
AUS__SAMN07235949	CHN__SAMN50152028	27	0.0024077046548956	11187	27	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN50152031	25	0.0022299527250022	11186	25	2035	6	0.0029484029484029483
AUS__SAMN07235949	CHN__SAMN50152036	27	0.0023940414967192	11251	27	2036	8	0.003929273084479371
AUS__SAMN07235949	CHN__SAMN50152040	36	0.003235373416015	11091	36	2034	8	0.003933136676499509
AUS__SAMN07235949	CHN__SAMN50152043	29	0.002599498027967	11127	29	2036	7	0.00343811394891945
AUS__SAMN07235949	CHN__SAMN39683154	91	0.0079524600192257	11352	91	2034	35	0.01720747295968535
AUS__SAMN07235949	CHN__SAMN39683447	32	0.0028001400070003	11396	32	2038	9	0.004416094210009814
AUS__SAMN07235949	CHN__SAMN42391133	24	0.002097902097902	11416	24	2019	6	0.0029717682020802376
AUS__SAMN07235949	CHN__SAMN42391134	26	0.0022731246721454	11412	26	2034	9	0.004424778761061947
AUS__SAMN07235949	CHN__SAMN42391135	29	0.0025440828142819	11370	29	1994	8	0.004012036108324975
AUS__SAMN07235949	CHN__SAMN42391136	30	0.0026214610276127	11414	30	1993	7	0.0035122930255895636
AUS__SAMN07235949	CHN__SAMN42391137	25	0.0021853146853146	11415	25	2035	8	0.003931203931203931
AUS__SAMN07235949	CHN__SAMN42391138	25	0.0021849327040727	11417	25	2025	8	0.003950617283950617
AUS__SAMN07235949	CHN__SAMN42391139	24	0.0020975353959098	11418	24	2025	6	0.002962962962962963
AUS__SAMN07235949	CHN__SAMN42391140	24	0.0020977187308801	11417	24	2017	7	0.0034705007436787306
AUS__SAMN07235949	CHN__SAMN42391141	26	0.0022727272727272	11414	26	2028	8	0.0039447731755424065
AUS__SAMN07235949	CHN__SAMN42391142	28	0.0024475524475524	11412	28	2026	8	0.003948667324777887
AUS__SAMN07235949	CHN__SAMN42391143	24	0.0020984523913613	11413	24	2027	8	0.003946719289590528
AUS__SAMN07235949	CHN__SAMN42391144	29	0.0025356299728949	11408	29	2014	7	0.003475670307845084
AUS__SAMN07235949	CHN__SAMN42391145	24	0.0020977187308801	11417	24	2030	7	0.0034482758620689655
AUS__SAMN07235949	CHN__SAMN42391146	28	0.0024481944565882	11409	28	2031	9	0.004431314623338257
AUS__SAMN07235949	CHN__SAMN42391147	24	0.0020977187308801	11417	24	2026	7	0.0034550839091806516
AUS__SAMN07235949	CHN__SAMN42391148	29	0.0025343004456873	11414	29	1990	7	0.0035175879396984926
AUS__SAMN07235949	CHN__SAMN42391149	25	0.0021851236780001	11416	25	2024	7	0.003458498023715415
AUS__SAMN07235949	CHN__SAMN42391150	24	0.002098085496984	11415	24	2026	7	0.0034550839091806516
AUS__SAMN07235949	CHN__SAMN44583814	33	0.0029013539651837	11341	33	2025	8	0.003950617283950617
AUS__SAMN07235949	CHN__SAMN44583815	28	0.0024628375406807	11341	28	2013	8	0.003974167908594138
AUS__SAMN07235949	CHN__SAMN44583816	31	0.0027259936686598	11341	31	2035	9	0.004422604422604423
AUS__SAMN07235949	CHN__SAMN44583817	29	0.0025492264416315	11347	29	2037	9	0.004418262150220913
AUS__SAMN07235949	CHN__SAMN44583818	24	0.0021098901098901	11351	24	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN44583819	27	0.0023736263736263	11348	27	2032	8	0.003937007874015748
AUS__SAMN07235949	CHN__SAMN44583820	29	0.0025460930640913	11361	29	2036	8	0.003929273084479371
AUS__SAMN07235949	CHN__SAMN44583821	27	0.0023628248884221	11400	27	2035	8	0.003931203931203931
AUS__SAMN07235949	CHN__SAMN44583822	23	0.002012776756804	11404	23	2037	7	0.003436426116838488
AUS__SAMN07235949	CHN__SAMN44583823	28	0.0024526979677645	11388	28	2038	8	0.003925417075564278
AUS__SAMN07235949	CHN__SAMN44583824	30	0.0026297335203366	11378	30	2038	8	0.003925417075564278
AUS__SAMN07235949	CHN__SAMN44583825	25	0.002187609380469	11403	25	2038	9	0.004416094210009814
