tree_sample_id	genome_record_id	tree_role	selection_reason	background_replicate	country_iso3	country_name	continent	date_lower	date_upper	date_resolution	year	month	project_id	preliminary_lineage_id	lineage_definition_status	sample_id	biosample_accession	assembly_accession	run_accession	sequence_acquisition	local_fasta_path	fastq_r1	fastq_r2	sequence_input_path	total_sequence_length	gc_percent	n_contigs	contig_n50	catalog_qc_status	uniform_qc_status	tree_include	data_freeze_date	fastq_ftp	fastq_bytes	library_layout	read_count	base_count	study_accession	sample_accession	collection_date	country	fastq_ftp_list	fastq_bytes_list	fastq_total_bytes	source_resolution_status	status	r1_path	r2_path	paired_records	qc_input_type	observed_length	observed_gc_percent	observed_n_fraction	observed_contigs	observed_n50	read_q30_min	uniform_qc_reason	tree_include_after_uniform_qc	root_to_tip	decimal_date	epidemic_period
AUS__SAMN22858150	AUS::SAMN22858150	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2012-01-01	2012-12-31	year	2012		PRJNA562796	ptxP3/fim3-2	provisional_marker_or_published_annotation	SRS10902159	SAMN22858150	RRASM_SRR16760281	SRR16760281	local_fasta					3874880	67.77	374	20292	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3874880	67.76999545792386	0.0	374	20292			True	0.00465276725	2012.4986338797814	prepandemic
AUS__SAMN22858181	AUS::SAMN22858181	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2012-01-01	2012-12-31	year	2012		PRJNA562796	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS10902182	SAMN22858181	RRASM_SRR16760247	SRR16760247	local_fasta					3862577	67.82	423	19580	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3862577	67.82458964572098	0.0	423	19580			True	0.004650094949999999	2012.4986338797814	prepandemic
AUS__SAMN45810521	AUS::SAMN45810521	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2012-01-01	2012-01-31	month	2012	1	PRJNA1199062				SAMN45810521		SRR31743935	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/035/SRR31743935/SRR31743935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/035/SRR31743935/SRR31743935_2.fastq.gz	1174532820;1171202545	PAIRED	23593290	5709176796	PRJNA1199062	SAMN45810521	2012-01	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/035/SRR31743935/SRR31743935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/035/SRR31743935/SRR31743935_2.fastq.gz	1174532820;1171202545	2345735365	resolved_streamed_fastq_subset	PASS			100000	paired_reads						1.0		True	0.0046030720499999995	2012.0409836065573	prepandemic
AUS__SAMN08443709	AUS::SAMN08443709	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2013-01-01	2013-12-31	year	2013		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426937	SAMN08443709	RRASM_SRR8652760	SRR8652760	local_fasta					3877771	67.77	356	20504	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3877771	67.76810698723571	0.0	356	20504			True	0.004698757349999999	2013.4986301369863	prepandemic
AUS__SAMN08443715	AUS::SAMN08443715	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2013-01-01	2013-12-31	year	2013		PRJNA432286	ptxP1/fim3-4	provisional_marker_or_published_annotation	SRS4426948	SAMN08443715	RRASM_SRR8652749	SRR8652749	local_fasta					3883756	67.76	378	20370	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3883756	67.76164620022473	0.0	378	20370			True	0.004598024450000004	2013.4986301369863	prepandemic
AUS__SAMN07235949	AUS::SAMN07235949	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2014-03-07	2014-03-07	day	2014	3	PRJNA390469	ptxP3/fim3-1	provisional_marker_or_published_annotation	SAMN07235949	SAMN07235949	GCA_002270325		ncbi_assembly_download					3910437	68	276	20926	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	3910437	67.75506164656278	0.0	276	20926			True	0.00461168625	2014.1780821917807	prepandemic
AUS__SAMN08443734	AUS::SAMN08443734	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2014-01-01	2014-12-31	year	2014		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426920	SAMN08443734	RRASM_SRR8652777	SRR8652777	local_fasta					3881057	67.77	371	20503	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3881057	67.76697688284403	0.0	371	20503			True	0.00459994305	2014.4986301369863	prepandemic
AUS__SAMN08443746	AUS::SAMN08443746	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2014-01-01	2014-12-31	year	2014		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426979	SAMN08443746	RRASM_SRR8652718	SRR8652718	local_fasta					3877599	67.76	374	19983	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3877599	67.76389203731485	0.0	374	19983			True	0.004699544349999998	2014.4986301369863	prepandemic
AUS__SAMN08443742	AUS::SAMN08443742	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2015-01-01	2015-12-31	year	2015		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426956	SAMN08443742	RRASM_SRR8652742	SRR8652742	local_fasta					3878359	67.77	373	20747	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3878359	67.76755323578864	0.0	373	20747			True	0.004669824949999999	2015.4986301369863	prepandemic
AUS__SAMN08443767	AUS::SAMN08443767	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2015-01-01	2015-12-31	year	2015		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426968	SAMN08443767	RRASM_SRR8652729	SRR8652729	local_fasta					3865684	67.82	433	19814	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3865684	67.82370209256628	0.0	433	19814			True	0.00466714135	2015.4986301369863	prepandemic
AUS__SAMN18200431	AUS::SAMN18200431	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2015-01-01	2015-12-31	year	2015		PRJNA695314	ptxP1/fim3-4	provisional_marker_or_published_annotation	SAMN18200431	SAMN18200431	GCA_017357125		ncbi_assembly_download					4093865	67.5	1	4093865	ok	PASS	True	2026-07-24												0	resolved_ncbi_assembly					assembly	4093865	67.70694685828673	0.0	1	4093865			True	0.004578630350000002	2015.4986301369863	prepandemic
AUS__SAMN45810550	AUS::SAMN45810550	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2015-12-01	2015-12-31	month	2015	12	PRJNA1199062				SAMN45810550		SRR31743838	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/038/SRR31743838/SRR31743838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/038/SRR31743838/SRR31743838_2.fastq.gz	41195636;44584824	PAIRED	567244	167126930	PRJNA1199062	SAMN45810550	2015-12	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/038/SRR31743838/SRR31743838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/038/SRR31743838/SRR31743838_2.fastq.gz	41195636;44584824	85780460	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.912343		True	0.004601179249999997	2015.9561643835616	prepandemic
AUS__SAMN08443771	AUS::SAMN08443771	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-12-31	year	2016		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426916	SAMN08443771	RRASM_SRR8652780	SRR8652780	local_fasta					3858997	67.83	393	20243	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3858997	67.8307860824976	0.0	393	20243			True	0.004623259849999999	2016.4986338797814	prepandemic
AUS__SAMN08443772	AUS::SAMN08443772	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-12-31	year	2016		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426918	SAMN08443772	RRASM_SRR8652779	SRR8652779	local_fasta					3861224	67.83	386	20840	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3861224	67.83071896372756	0.0	386	20840			True	0.004641401349999999	2016.4986338797814	prepandemic
AUS__SAMN45810522	AUS::SAMN45810522	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-01-31	month	2016	1	PRJNA1199062				SAMN45810522		SRR31743934	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/034/SRR31743934/SRR31743934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/034/SRR31743934/SRR31743934_2.fastq.gz	147758746;154167899	PAIRED	1990527	568908741	PRJNA1199062	SAMN45810522	2016-01	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/034/SRR31743934/SRR31743934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/034/SRR31743934/SRR31743934_2.fastq.gz	147758746;154167899	301926645	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.86164		True	0.004618799049999998	2016.0409836065573	prepandemic
AUS__SAMN45810537	AUS::SAMN45810537	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-04-01	2016-04-30	month	2016	4	PRJNA1199062				SAMN45810537		SRR31743918	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/018/SRR31743918/SRR31743918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/018/SRR31743918/SRR31743918_2.fastq.gz	15228934;15252834	PAIRED	268174	77466828	PRJNA1199062	SAMN45810537	2016-04	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/018/SRR31743918/SRR31743918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/018/SRR31743918/SRR31743918_2.fastq.gz	15228934;15252834	30481768	resolved_streamed_fastq_subset	PASS			100000	paired_reads						1.0		True	0.004654737949999995	2016.2882513661202	prepandemic
AUS__SAMN45810538	AUS::SAMN45810538	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-01-31	month	2016	1	PRJNA1199062				SAMN45810538		SRR31743852	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3853378	67.80391126954065	0.0	479	15929			True	0.005602529349999995	2016.0409836065573	prepandemic
AUS__SAMN45810571	AUS::SAMN45810571	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-01-01	2016-01-31	month	2016	1	PRJNA1199062				SAMN45810571		SRR31743912	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3870974	67.80712037848872	0.0	392	20830			True	0.004682421549999998	2016.0409836065573	prepandemic
AUS__SAMN45810572	AUS::SAMN45810572	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-02-01	2016-02-29	month	2016	2	PRJNA1199062				SAMN45810572		SRR31743911	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3851202	67.82321467427572	0.0	376	20872			True	0.004739677749999998	2016.122950819672	prepandemic
AUS__SAMN45810573	AUS::SAMN45810573	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-02-01	2016-02-29	month	2016	2	PRJNA1199062				SAMN45810573		SRR31743910	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/010/SRR31743910/SRR31743910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/010/SRR31743910/SRR31743910_2.fastq.gz	350994148;369039376	PAIRED	4828790	1416474350	PRJNA1199062	SAMN45810573	2016-02	Australia: Western Australia	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/010/SRR31743910/SRR31743910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/010/SRR31743910/SRR31743910_2.fastq.gz	350994148;369039376	720033524	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.9019		True	0.0047077393499999984	2016.122950819672	prepandemic
AUS__SAMN45810574	AUS::SAMN45810574	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2016-04-01	2016-04-30	month	2016	4	PRJNA1199062				SAMN45810574		SRR31743909	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR31743909/SRR31743909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR31743909/SRR31743909_2.fastq.gz	111818800;117112342	PAIRED	1598183	464112059	PRJNA1199062	SAMN45810574	2016-04	Australia: Western Australia	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR31743909/SRR31743909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR31743909/SRR31743909_2.fastq.gz	111818800;117112342	228931142	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.899596		True	0.0046892088499999995	2016.2882513661202	prepandemic
AUS__SAMN08443778	AUS::SAMN08443778	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2017-01-01	2017-12-31	year	2017		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426972	SAMN08443778	RRASM_SRR8652725	SRR8652725	local_fasta					3849424	67.83	367	20942	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3849424	67.83459031792809	0.0	367	20942			True	0.004692748549999999	2017.4986301369863	prepandemic
AUS__SAMN08443780	AUS::SAMN08443780	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2017-01-01	2017-12-31	year	2017		PRJNA432286	ptxP3/fim3-1	provisional_marker_or_published_annotation	SRS4426928	SAMN08443780	RRASM_SRR8652770	SRR8652770	local_fasta					3869221	67.82	392	20283	ok	PASS	True	2026-07-24												0	resolved_local_fasta					assembly	3869221	67.8172427990027	0.0	392	20283			True	0.004669834149999999	2017.4986301369863	prepandemic
AUS__SAMN45810524	AUS::SAMN45810524	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-01-01	2018-01-31	month	2018	1	PRJNA1199062				SAMN45810524		SRR31743932	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/032/SRR31743932/SRR31743932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/032/SRR31743932/SRR31743932_2.fastq.gz	37535678;38953755	PAIRED	515623	142766819	PRJNA1199062	SAMN45810524	2018-01	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/032/SRR31743932/SRR31743932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/032/SRR31743932/SRR31743932_2.fastq.gz	37535678;38953755	76489433	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.865372		True	0.004612556549999998	2018.041095890411	prepandemic
AUS__SAMN45810525	AUS::SAMN45810525	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-06-01	2018-06-30	month	2018	6	PRJNA1199062				SAMN45810525		SRR31743931	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/031/SRR31743931/SRR31743931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/031/SRR31743931/SRR31743931_2.fastq.gz	16319989;17249103	PAIRED	235937	66525005	PRJNA1199062	SAMN45810525	2018-06	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/031/SRR31743931/SRR31743931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/031/SRR31743931/SRR31743931_2.fastq.gz	16319989;17249103	33569092	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.893969		True	0.00460141155	2018.4534246575342	prepandemic
AUS__SAMN45810526	AUS::SAMN45810526	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-12-01	2018-12-31	month	2018	12	PRJNA1199062				SAMN45810526		SRR31743930	ena_fastq_download				;						PASS	True	2026-07-24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/030/SRR31743930/SRR31743930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/030/SRR31743930/SRR31743930_2.fastq.gz	16253374;17292987	PAIRED	228752	66195839	PRJNA1199062	SAMN45810526	2018-12	Australia: New South Wales	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/030/SRR31743930/SRR31743930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/030/SRR31743930/SRR31743930_2.fastq.gz	16253374;17292987	33546361	resolved_streamed_fastq_subset	PASS			100000	paired_reads						0.88837		True	0.004631806150000001	2018.9561643835616	prepandemic
AUS__SAMN45810527	AUS::SAMN45810527	focal	historical_all_available_gate_rescue		AUS	Australia	Oceania	2018-07-01	2018-07-31	month	2018	7	PRJNA1199062				SAMN45810527		SRR31743929	legacy_read_assembly										PASS	True	2026-07-24												0	resolved_legacy_read_assembly					assembly	3846877	67.8070549175344	0.0	498	15937			True	0.006521126749999998	2018.5369863013698	prepandemic
